Decision;Seniority;Home;Time;Age;Marital;Job;Expenses;Income;Assets;Debt;Amount;Price
1;5;rent;24;34;married;freelance;95;199;0;0;250;650
1;1;owner;60;28;married;fulltime;45;133;5000;9000;700;1175
1;1;owner;60;39;married;fulltime;60;210;2000;0;700;825
0;2;other;48;47;single;freelance;35;124;0;0;2150;2152
1;11;owner;60;28;married;fulltime;45;78;4000;0;850;978
1;1;rent;36;37;divorced;partime;55;200;15000;0;1100;1650
1;0;parents;60;20;married;freelance;45;100;0;0;1850;2150
0;2;rent;48;36;married;fulltime;85;95;0;0;1340;1771
1;5;rent;48;28;married;fulltime;63;183;0;0;1100;1615
1;2;parents;24;20;single;fulltime;35;43;0;0;450;994
1;7;rent;60;32;married;fulltime;75;120;3000;3000;870;1147
0;3;parents;60;19;single;freelance;45;198;2500;0;1100;1194
0;2;rent;36;21;single;fulltime;45;100;0;0;700;825
1;3;rent;36;23;single;fulltime;50;150;0;0;1000;1128
1;10;owner;36;47;married;fulltime;60;133;3000;0;360;360
1;10;owner;48;37;widow;others;45;110;3000;0;500;1190
1;10;owner;60;51;married;fulltime;60;202;2000;0;1400;1580
1;1;rent;24;31;married;fulltime;60;140;2000;500;1100;1600
1;4;owner;60;49;married;fulltime;45;123;5000;0;1450;1735
1;2;owner;60;27;married;fulltime;45;275;8000;4500;1500;2178
0;3;rent;60;34;married;fulltime;75;200;2500;0;1350;1589
1;6;owner;60;28;single;freelance;35;180;7000;800;1500;1828
0;0;owner;48;29;separated;fulltime;35;55;4000;0;757;1566
1;1;owner;60;51;married;others;45;105;3000;0;1200;1250
1;15;owner;60;34;married;fulltime;75;146;5000;0;1400;1626
1;10;owner;60;42;married;fulltime;75;100;6000;1500;1350;1414
0;2;rent;60;46;separated;fulltime;49;136;0;0;1500;1687
1;8;owner;60;40;married;fulltime;60;90;4500;0;1100;1638
1;4;owner;60;32;married;freelance;60;144;6000;0;1100;1296
1;7;owner;60;26;married;fulltime;60;116;3000;0;1400;1460
1;17;owner;36;31;married;fulltime;75;128;7000;4800;700;1400
1;10;owner;54;47;married;fulltime;60;105;3000;0;850;911
1;6;owner;30;45;married;fulltime;90;125;3000;0;1050;1559
1;0;other;60;26;married;partime;45;68;0;0;1200;1315
1;1;owner;36;41;married;fulltime;75;400;5500;0;1800;2600
1;6;owner;48;31;married;fulltime;60;251;3000;400;1000;1208
1;2;rent;60;23;single;fulltime;58;225;0;0;800;975
1;2;parents;60;34;single;fulltime;35;140;0;0;1200;1274
1;15;owner;48;34;separated;freelance;45;34;5000;0;900;1197
1;7;rent;60;38;married;freelance;107;320;1500;0;1050;1092
1;0;owner;36;55;married;freelance;45;124;16000;0;900;1100
1;1;rent;60;54;married;others;54;87;8000;0;1000;1202
0;2;parents;54;24;single;freelance;35;161;0;0;1800;2646
0;15;owner;60;37;married;others;90;90;5000;1800;1500;1816
0;0;rent;60;43;married;freelance;75;92;0;0;1400;1700
1;2;parents;48;26;married;fulltime;60;110;10000;0;1300;1700
1;20;owner;54;59;married;freelance;60;87;3500;0;500;984
1;30;rent;60;54;married;fulltime;54;93;0;0;1000;1387
1;12;owner;48;27;married;fulltime;45;110;5000;1300;450;1636
1;2;rent;60;28;single;fulltime;43;81;0;0;1000;1135
0;3;owner;60;53;married;fulltime;45;98;3500;0;1350;1453
1;7;owner;60;48;married;freelance;60;155;4500;0;1400;1500
1;4;owner;48;30;married;fulltime;60;167;3500;1000;800;1350
1;14;rent;60;28;married;fulltime;60;190;18000;0;1850;2247
1;10;owner;60;34;married;fulltime;75;110;2500;300;1150;1367
0;3;owner;60;33;separated;freelance;35;76;6000;0;950;950
0;12;rent;60;55;married;fulltime;62;170;0;0;1800;2154
0;20;owner;36;40;single;freelance;35;214;8500;400;750;1100
1;5;parents;60;28;single;fulltime;35;70;0;0;900;1492
0;2;owner;60;31;single;fulltime;35;55;7500;0;800;1351
0;30;parents;60;56;married;fulltime;45;80;10000;0;1500;2040
1;3;owner;60;38;married;partime;75;81;4000;0;1000;1037
0;0;other;48;25;single;fulltime;35;139;0;0;1200;1202
1;0;rent;48;35;married;fulltime;66;206;0;0;1500;1683
0;5;other;24;41;separated;freelance;35;74;0;0;500;1000
1;3;parents;48;31;single;fulltime;35;120;0;0;1000;1100
1;30;other;48;52;married;freelance;90;300;12000;0;1700;1734
1;13;rent;60;33;married;fulltime;75;224;7000;0;1600;1604
1;0;rent;60;30;married;fulltime;68;80;0;0;1000;1330
0;3;owner;60;37;married;partime;90;166;3000;0;800;877
1;0;owner;36;54;married;partime;60;110;11500;0;1100;1759
0;7;parents;48;32;married;fulltime;45;161;0;0;970;1564
1;4;owner;60;23;married;fulltime;45;80;4000;0;1100;1306
1;10;owner;24;39;married;fulltime;75;150;3000;0;500;1108
0;1;rent;36;28;single;freelance;52;170;0;0;350;1500
1;2;parents;60;43;married;fulltime;45;100;0;0;1500;1645
1;30;rent;60;50;married;freelance;68;225;10000;0;1300;1500
1;3;rent;60;41;married;fulltime;77;166;0;0;2200;2625
1;0;parents;36;27;single;fulltime;45;200;5000;0;800;1456
1;10;owner;42;25;married;fulltime;45;110;3000;0;1500;2178
1;4;rent;36;35;single;fulltime;46;110;0;0;1000;1642
1;1;owner;60;31;married;partime;45;160;4000;300;1200;1265
1;13;parents;36;43;single;fulltime;35;204;0;0;200;325
0;4;parents;60;28;married;partime;45;135;0;0;1350;1471
1;1;parents;48;22;single;freelance;45;158;0;0;260;1440
1;8;owner;60;42;married;freelance;75;290;10000;0;1200;2140
1;14;owner;60;41;married;fulltime;60;100;6000;0;450;1377
1;6;owner;60;29;married;fulltime;60;115;6000;2000;1250;1780
1;1;owner;18;27;married;partime;45;149;2000;0;700;818
1;16;owner;60;32;married;fulltime;75;143;4000;0;650;1017
1;10;parents;36;27;married;fulltime;60;150;0;0;1000;1788
1;11;parents;48;37;single;fulltime;35;199;10000;0;1100;1212
1;40;rent;36;59;married;fulltime;59;142;0;0;1000;1800
0;13;owner;54;52;married;fulltime;75;80;4000;0;1300;1394
0;7;rent;36;25;married;fulltime;69;93;0;0;250;400
1;3;parents;36;24;separated;fulltime;45;113;0;0;850;940
1;13;parents;48;51;married;fulltime;45;92;3000;500;1220;1433
1;7;owner;36;39;married;freelance;75;205;4000;0;1300;1439
1;7;owner;60;33;single;fulltime;35;210;6000;0;1700;2414
1;4;owner;24;31;married;fulltime;60;256;3000;0;600;1571
1;5;rent;36;30;married;freelance;101;260;0;0;1000;1500
1;7;owner;60;24;married;fulltime;45;106;2500;0;1200;1258
1;10;owner;48;31;married;fulltime;60;160;4500;0;450;1403
1;16;owner;60;39;married;fulltime;60;148;3500;0;750;1346
1;2;owner;36;42;married;fulltime;75;220;3500;0;1500;2195
1;6;owner;36;37;married;freelance;75;63;4000;50;800;1637
1;3;owner;36;38;married;fulltime;75;106;8500;0;2375;2375
0;16;owner;60;42;married;fulltime;75;81;3500;0;870;873
0;1;parents;60;23;single;fulltime;35;100;0;0;1210;1450
0;0;other;60;40;married;fulltime;75;260;2500;0;1500;1607
1;12;owner;24;36;married;fulltime;60;243;6000;0;600;1376
1;1;rent;60;27;single;fulltime;44;88;0;0;1000;1092
1;40;owner;24;60;married;freelance;75;186;8000;0;900;1307
1;30;owner;48;45;married;fulltime;75;105;10000;2400;830;1128
1;5;owner;48;65;married;freelance;75;80;30000;2000;700;1698
1;10;rent;60;40;married;fulltime;60;154;1500;0;825;1075
0;13;rent;60;40;separated;freelance;64;35;2500;0;1920;1920
1;3;rent;48;33;married;fulltime;66;63;2000;0;800;1298
0;0;other;36;28;married;others;45;297;8000;0;1360;1362
0;1;rent;60;33;married;fulltime;91;161;0;0;1700;1770
1;25;owner;36;51;separated;freelance;35;200;5000;0;1700;2022
1;11;rent;48;31;married;fulltime;45;140;4000;0;700;1225
1;7;owner;12;36;married;fulltime;90;125;20000;0;375;724
1;4;parents;24;23;single;fulltime;35;78;3000;0;500;1346
0;5;other;60;33;single;fulltime;35;57;0;0;1000;1415
1;31;rent;60;51;married;fulltime;135;300;0;0;1000;1380
0;0;other;60;31;married;freelance;60;66;0;0;1400;1500
1;10;owner;36;32;married;freelance;75;202;2100;0;900;900
1;16;owner;48;50;married;fulltime;90;175;21500;1950;1100;1639
1;19;owner;36;52;married;freelance;45;150;15000;0;1420;2220
1;0;parents;60;34;single;others;45;158;2000;0;1020;1600
0;3;other;36;25;single;fulltime;45;92;0;0;900;1270
1;1;owner;48;28;married;partime;45;123;4000;1978;1100;1556
0;1;rent;48;36;married;freelance;88;125;0;0;1500;1878
0;0;owner;60;27;married;partime;45;113;3000;1500;1200;1532
1;2;owner;24;26;married;freelance;45;167;4000;0;340;900
0;4;rent;36;24;married;fulltime;75;148;0;0;900;1100
0;0;rent;60;47;married;partime;75;156;2000;200;600;1556
1;13;owner;48;40;married;fulltime;60;123;4000;0;900;1054
0;1;owner;60;42;married;partime;120;143;5500;2000;1160;1285
0;17;rent;48;52;married;fulltime;93;180;0;0;1200;1338
0;0;other;60;26;single;others;35;92;0;0;1200;1571
1;5;rent;36;45;married;others;90;150;10000;0;1100;1556
1;17;owner;60;47;married;fulltime;60;92;4500;0;1100;1194
1;8;owner;60;25;married;fulltime;45;139;4000;1300;1450;1556
1;0;owner;60;50;married;fulltime;75;250;15500;0;1000;1989
1;5;owner;6;44;married;fulltime;75;315;13000;0;500;2624
0;8;owner;36;48;married;fulltime;35;121;3000;0;400;925
1;3;owner;48;19;single;fulltime;35;180;4000;0;800;1128
1;18;owner;48;48;married;fulltime;105;129;3000;0;780;2220
1;22;owner;60;46;married;fulltime;90;214;8000;0;1120;1395
1;12;owner;60;50;married;fulltime;45;99;5000;0;1100;1137
1;12;parents;36;30;married;freelance;75;110;0;0;800;875
0;13;rent;60;30;married;fulltime;75;85;3500;0;1100;1417
1;3;owner;18;39;married;fulltime;90;138;7000;0;500;700
1;1;owner;60;27;married;fulltime;60;93;4000;0;1000;1207
1;29;owner;60;52;married;fulltime;75;100;3000;0;1100;1268
1;1;rent;48;42;married;freelance;76;160;0;0;1200;1326
0;3;other;36;22;married;fulltime;45;215;0;0;1470;1480
1;23;parents;60;43;single;fulltime;35;90;3500;0;1050;1228
1;20;owner;36;36;married;fulltime;90;464;5000;0;2000;2168
1;5;rent;60;23;married;fulltime;35;167;7000;2160;1650;2100
1;3;rent;60;40;married;fulltime;84;86;0;0;1000;1197
0;1;rent;24;50;married;freelance;60;125;5000;3000;360;510
1;15;owner;36;52;married;fulltime;105;274;8000;0;300;325
1;10;owner;36;38;married;fulltime;75;135;5500;1440;690;1000
0;0;parents;48;35;married;fulltime;60;300;0;0;1400;1748
0;9;owner;60;34;married;freelance;75;300;4000;300;1000;1392
1;9;rent;60;34;married;fulltime;103;128;0;0;500;820
1;25;owner;18;49;married;freelance;90;90;4000;0;300;1275
0;19;owner;60;37;single;fulltime;35;115;10000;6000;1500;1758
1;10;rent;60;33;married;fulltime;56;107;0;0;600;1250
1;10;owner;60;34;married;freelance;75;300;11000;0;1000;1560
1;10;owner;48;42;married;freelance;105;230;30000;5000;1200;1570
1;4;owner;24;32;married;fulltime;45;122;4000;1;500;1045
1;1;parents;36;19;single;partime;35;43;0;0;425;500
1;1;owner;48;45;married;freelance;90;250;4000;0;1700;1800
1;19;parents;12;41;married;freelance;90;190;500;0;500;1600
1;6;owner;60;25;married;freelance;45;100;3500;2500;950;1177
1;2;rent;48;19;single;freelance;60;246;20500;0;1370;1371
0;11;rent;36;59;married;fulltime;69;85;0;0;850;1100
1;20;rent;36;56;married;fulltime;77;173;0;0;1100;1256
1;18;rent;48;42;married;freelance;75;150;0;0;1000;1469
0;0;parents;60;38;married;partime;90;86;5000;0;1600;1682
1;0;parents;60;22;single;partime;45;183;4000;0;1150;1150
0;1;rent;36;44;separated;others;55;100;0;0;675;675
1;1;owner;60;31;married;fulltime;60;94;2500;0;900;1236
1;25;owner;48;49;married;fulltime;60;150;6000;0;650;1265
1;15;rent;60;55;married;freelance;74;140;0;0;1000;1204
0;21;rent;60;55;widow;fulltime;56;107;0;0;1100;1353
1;10;rent;36;38;married;fulltime;60;117;4030;0;950;1330
1;12;owner;60;60;married;fulltime;60;230;12000;0;950;1200
0;10;rent;60;58;divorced;freelance;82;470;0;0;1350;1488
1;20;other;36;39;married;fulltime;60;102;0;0;650;1695
1;10;owner;60;34;married;fulltime;75;210;6000;0;900;1547
1;1;parents;60;21;single;partime;35;42;0;0;1100;1112
1;5;rent;60;37;single;fulltime;48;130;0;0;600;1062
0;2;rent;48;25;married;partime;45;90;3000;2000;800;1567
1;15;parents;36;39;single;fulltime;60;120;0;0;900;900
1;1;parents;60;22;married;fulltime;60;117;0;0;1100;1280
1;11;owner;30;35;married;fulltime;75;160;4000;0;700;1340
1;3;rent;60;50;married;partime;69;90;0;0;1300;1490
0;2;other;36;49;married;others;45;50;0;0;1600;2640
1;15;owner;48;30;married;freelance;75;100;27000;5000;900;900
1;13;owner;60;32;married;fulltime;75;182;5000;2500;1300;1569
0;11;rent;60;37;single;fulltime;74;135;0;0;1400;1937
1;2;owner;60;24;married;partime;45;67;4100;2800;1400;1403
1;32;owner;24;63;married;freelance;45;167;90000;0;1000;1501
0;1;owner;60;25;married;partime;60;137;2700;1900;1150;1255
1;3;rent;54;23;married;fulltime;59;140;0;0;1300;1345
0;1;parents;60;22;single;fulltime;35;85;0;0;1950;2134
1;37;owner;60;52;married;fulltime;45;324;7000;0;1550;1590
0;11;rent;18;39;married;freelance;60;77;0;0;250;400
0;0;owner;60;29;married;fulltime;45;100;4500;0;1200;1406
0;5;rent;60;43;single;freelance;39;42;0;0;1600;1872
1;4;owner;60;35;married;fulltime;60;251;6500;4000;1000;1123
1;1;parents;60;27;single;fulltime;35;180;0;0;1000;1067
0;10;parents;60;34;married;freelance;60;400;12000;0;2075;2253
1;20;rent;36;39;married;fulltime;91;158;0;0;380;580
1;1;owner;36;51;married;fulltime;75;300;6000;0;1450;1992
1;15;rent;12;35;separated;fulltime;44;90;9000;0;400;1400
1;12;owner;60;33;married;freelance;90;146;15000;0;1150;1284
1;0;owner;60;30;married;fulltime;75;255;4000;0;1500;1749
1;5;owner;60;25;single;freelance;35;250;14000;0;1400;2125
1;6;owner;60;53;married;freelance;45;50;16000;0;1000;1505
1;6;rent;60;26;married;fulltime;60;150;0;0;1200;1376
1;1;owner;60;61;married;freelance;45;232;97000;2900;1200;2154
1;35;other;60;63;widow;fulltime;35;190;0;0;750;1138
1;9;rent;60;30;married;fulltime;63;178;0;0;1680;1931
1;12;owner;60;43;married;fulltime;75;254;14000;2900;1200;1698
1;20;rent;60;35;single;fulltime;56;110;0;0;1000;1279
0;15;owner;36;49;married;freelance;75;70;3572;1728;1650;2755
0;3;rent;60;34;married;fulltime;85;100;0;0;1000;1600
1;2;owner;60;26;married;fulltime;60;137;4000;350;1200;2200
1;4;rent;42;41;married;freelance;90;258;10000;0;1300;2260
1;10;owner;60;30;married;fulltime;60;242;7500;0;1550;1904
1;9;owner;60;51;married;fulltime;90;85;4000;0;1380;1580
0;35;owner;36;51;married;freelance;45;179;11700;0;1300;2810
1;1;rent;36;40;married;fulltime;58;125;0;0;700;700
1;30;parents;24;53;married;freelance;90;500;0;0;600;1100
1;12;other;60;33;married;fulltime;60;140;0;0;1650;1910
0;1;rent;60;24;married;fulltime;52;70;0;0;1200;1360
1;3;rent;60;25;married;fulltime;60;150;0;0;700;1030
0;15;owner;36;44;married;fulltime;90;245;4000;0;375;460
1;2;owner;60;33;married;freelance;75;193;5000;0;1150;1339
1;4;parents;24;27;single;fulltime;35;110;0;0;370;525
1;4;rent;60;24;married;fulltime;52;70;0;0;1000;1315
1;2;rent;60;32;married;partime;87;115;2000;0;1250;1517
0;6;parents;48;32;single;fulltime;35;85;0;0;1100;1330
1;6;rent;60;36;single;fulltime;85;400;0;0;1000;1290
1;6;parents;60;27;single;fulltime;35;130;0;0;1600;1900
1;15;rent;18;55;married;freelance;102;120;20000;0;1150;1366
1;1;rent;60;39;married;fulltime;130;250;0;0;1900;4063
1;16;owner;48;36;married;fulltime;75;108;4000;0;500;1064
1;12;owner;60;38;married;freelance;75;225;4500;900;1000;1606
0;2;owner;36;37;married;partime;105;300;5000;0;1000;1570
1;20;owner;60;36;married;fulltime;75;250;2500;0;1350;1381
1;2;owner;24;49;single;freelance;35;150;32000;0;800;816
0;4;owner;48;27;married;freelance;75;156;3000;2000;900;1150
0;15;rent;60;37;married;fulltime;107;319;0;0;1800;2215
0;20;rent;60;49;married;fulltime;85;100;0;0;1420;1586
1;4;rent;12;28;single;fulltime;40;51;0;0;300;1469
1;12;owner;60;27;married;fulltime;45;145;3500;0;1000;1556
1;10;rent;48;47;single;fulltime;52;168;6000;0;850;1720
1;1;rent;60;44;married;fulltime;65;54;0;0;1550;1650
1;3;rent;48;29;married;fulltime;85;100;0;0;1000;1191
1;12;parents;60;35;married;fulltime;60;115;0;0;1000;1127
0;0;owner;24;47;separated;freelance;35;209;20000;4000;900;1100
1;10;owner;48;31;married;fulltime;60;180;7500;1200;1000;1480
0;3;parents;60;23;single;fulltime;35;63;0;0;800;1258
1;5;owner;48;46;married;fulltime;60;130;4000;0;950;1544
1;20;owner;60;50;married;fulltime;60;170;6000;0;1300;1404
1;3;owner;48;26;single;fulltime;35;157;7000;0;1200;2053
0;0;other;36;36;single;freelance;35;79;0;0;1250;1575
0;9;owner;60;28;married;fulltime;90;64;1750;0;1055;1430
0;0;other;60;36;married;partime;45;99;0;0;1400;1409
1;0;owner;48;61;widow;others;35;35;4000;200;650;962
1;15;other;24;46;married;fulltime;75;150;18000;0;1400;1400
1;4;owner;12;25;married;fulltime;45;65;2000;0;350;1571
1;5;parents;36;22;single;fulltime;35;100;0;0;1000;1200
1;11;rent;60;38;married;fulltime;91;160;0;0;600;1200
0;20;other;60;57;married;others;60;215;11000;0;1600;1842
1;4;owner;48;26;married;fulltime;75;112;4000;0;750;841
0;2;other;60;24;married;partime;45;126;0;0;1450;1585
1;14;owner;60;51;married;fulltime;90;150;3500;0;950;957
1;4;owner;24;26;single;fulltime;35;136;2500;0;450;950
1;10;owner;60;46;widow;freelance;45;123;3500;0;1100;1375
0;12;owner;60;37;married;fulltime;90;80;5000;0;1600;1800
1;6;owner;48;55;married;freelance;45;72;16000;0;1760;2212
1;14;rent;60;38;married;fulltime;60;110;8000;400;450;1133
0;5;rent;60;24;married;fulltime;56;111;0;0;1000;1570
0;5;parents;36;27;single;partime;35;60;0;0;500;1569
0;0;other;48;43;married;fulltime;75;184;0;0;1400;1590
0;0;other;60;52;married;fulltime;45;104;0;0;1400;1734
0;30;owner;18;57;married;freelance;75;290;42;0;350;450
0;1;rent;48;36;single;fulltime;35;173;7700;0;1000;2008
1;20;owner;18;62;married;fulltime;60;125;5000;0;500;1150
1;2;parents;24;19;single;partime;35;60;0;0;530;630
1;0;rent;60;32;married;partime;75;160;6000;0;1200;1571
0;3;rent;48;43;married;partime;73;126;0;0;1300;1770
1;6;owner;36;34;married;fulltime;60;148;9000;4090;500;1600
1;11;owner;48;34;married;fulltime;75;170;3500;435;1500;1627
1;6;rent;24;34;married;fulltime;68;230;0;0;500;1094
1;9;owner;60;30;married;freelance;60;166;4000;1500;1350;1570
0;9;owner;60;40;separated;fulltime;35;67;1600;0;800;935
0;2;rent;60;42;single;fulltime;35;190;0;0;1900;2259
1;18;owner;36;49;married;fulltime;60;80;15000;0;800;1419
0;10;rent;48;40;married;partime;66;60;0;0;500;820
1;1;parents;60;24;single;fulltime;35;91;0;0;900;1060
1;0;parents;12;35;single;partime;35;96;0;0;350;600
1;3;parents;60;36;married;fulltime;75;180;0;0;1200;1372
1;40;owner;24;62;married;freelance;60;130;15000;0;250;758
1;4;owner;60;24;married;partime;45;67;4000;2000;1000;1164
0;14;owner;60;44;married;fulltime;75;100;3500;0;1210;1450
1;5;owner;60;57;married;fulltime;60;830;18000;0;2000;2125
1;11;owner;60;25;married;fulltime;45;125;2500;700;1300;1557
1;1;owner;48;30;married;freelance;60;30;4000;0;900;1700
0;6;rent;48;65;married;others;69;237;0;0;1571;1571
1;13;parents;60;32;married;fulltime;60;152;0;0;900;1654
1;2;owner;24;43;married;fulltime;60;95;3000;0;300;350
1;10;rent;30;48;married;fulltime;74;139;5000;0;300;420
0;0;parents;48;25;single;freelance;45;145;7000;0;1700;2173
0;0;other;36;36;married;freelance;45;300;30000;0;3000;6802
1;12;owner;24;47;married;fulltime;60;135;2500;0;550;1061
1;4;parents;60;22;single;fulltime;35;80;0;0;1200;1425
1;22;owner;36;47;married;fulltime;60;100;2250;0;450;546
0;4;owner;6;42;married;fulltime;45;275;4800;1200;2400;3400
0;2;owner;48;40;married;fulltime;90;250;9000;7000;1250;1776
1;3;owner;36;40;married;fulltime;75;125;3500;0;800;1200
0;18;owner;48;43;married;fulltime;90;100;3500;0;1400;1403
0;4;rent;60;38;married;fulltime;118;130;0;0;900;1086
1;14;other;60;41;married;fulltime;75;131;0;0;1200;1200
1;4;owner;60;55;married;freelance;60;350;13000;3000;1700;2200
1;5;parents;60;32;married;freelance;60;538;0;0;1400;2360
1;3;parents;18;42;married;freelance;75;276;1500;0;750;1758
1;3;parents;60;23;single;fulltime;35;107;0;0;700;1783
0;7;rent;60;41;married;freelance;45;105;0;0;1100;1108
1;15;owner;60;50;widow;fulltime;45;156;9800;0;700;1136
1;18;owner;60;49;married;fulltime;90;110;5200;600;1350;1557
1;27;owner;48;62;married;fulltime;60;260;4000;500;800;886
1;2;owner;60;43;married;partime;45;34;16000;0;1000;1490
1;5;rent;36;23;married;fulltime;68;81;0;0;400;400
0;1;owner;60;33;married;partime;75;76;2500;550;800;1105
1;6;other;60;25;married;fulltime;60;98;0;0;600;1131
0;0;owner;18;50;married;freelance;135;174;2000;0;700;1256
1;22;owner;60;37;married;fulltime;60;132;6000;1500;1400;1571
1;5;parents;36;27;single;fulltime;35;105;9500;2350;1000;1443
