Class;Name;Title;Sex;Age;Hometown;Boarded;Home country;Destination;Position;Station;Survived;Lifeboat;Body
1;McGough, Mr. James Robert;Mr;Male;35;Philadelphia, Pennsylvania, US;Southampton;;Philadelphia, Pennsylvania, US;;;1;7;
1;Meyer, Mr. Edgar Joseph;Mr;Male;28;New York, New York, US;Cherbourg;;New York, New York, US;;;0;;
1;Meyer, Mrs. Leila (née Saks);Mr;Female;25;New York, New York, US;Cherbourg;;New York, New York, US;;;1;6;
1;Millet, Mr. Francis Davis;Mr;Male;65;East Bridgewater, Massachusetts, US;Cherbourg;;East Bridgewater, Massachusetts, US;;;0;;249MB
1;Minahan, Dr. William Edward;Dr;Male;44;Fond du Lac, Wisconsin, US;Southampton;;Fond du Lac, Wisconsin, US;;;0;;230MB
1;Minahan, Mrs. Lillian E. (née Thorpe);Mr;Female;37;Fond du Lac, Wisconsin, US;Southampton;;Fond du Lac, Wisconsin, US;;;1;14;
1;Minahan, Miss Daisy E.;Miss;Female;33;Fond du Lac, Wisconsin, US;Southampton;;Fond du Lac, Wisconsin, US;;;1;14;
1;Mock, Mr. Philipp Edmund;Mr;Male;30;New York, New York, US;Cherbourg;;New York, New York, US;;;1;11;
1;Molson, Mr. Harry Markland;Mr;Male;55;Montreal, Quebec, Canada;Southampton;;Montreal, Quebec, Canada;;;0;;
1;Moore, Mr. Clarence Bloomfield;Mr;Male;47;Washington, DC, US;Southampton;;Washington, DC, US;;;0;;
1;and valet, Mr. Charles Henry Harrington;Mr;Male;37;Washington, DC, US;Southampton;;Washington, DC, US;;;0;;
1;Natsch, Mr. Charles;Mr;Male;36;Brooklyn, New York, US;Cherbourg;;Brooklyn, New York, US;;;0;;
1;Newell, Mr. Arthur Webster;Mr;Male;58;Lexington, Massachusetts, US;Cherbourg;;Lexington, Massachusetts, US;;;0;;122MB
1;Newell, Miss Madeleine;Miss;Female;31;Lexington, Massachusetts, US;Cherbourg;;Lexington, Massachusetts, US;;;1;6;
1;Newell, Miss Marjorie Anne;Miss;Female;23;Lexington, Massachusetts, US;Cherbourg;;Lexington, Massachusetts, US;;;1;6;
1;Newsom, Miss Helen Monypeny;Miss;Female;19;New York, New York, US;Southampton;;New York, New York, US;;;1;5;
1;Nicholson, Mr. Arthur Ernest;Mr;Male;64;Shanklin, Isle of Wight, England, UK;Southampton;;New York, New York, US;;;0;;263MB
1;Nourney, Mr. Alfred[67][68];Mr;Male;20;Cologne, German Empire[note 2];Cherbourg;;New York, New York, US;;;1;7;
1;Omont, Mr. Alfred Fernand;Mr;Male;29;Le Havre, France;Cherbourg;;New York, New York, US;;;1;7;
1;Ostby, Mr. Engelhart Cornelius;Mr;Male;64;Providence, Rhode Island, US;Southampton;;Providence, Rhode Island, US;;;0;;234MB
1;Ostby, Miss Helene Ragnhild;Miss;Female;22;Providence, Rhode Island, US;Southampton;;Providence, Rhode Island, US;;;1;5;
1;Ovies y Rodriguez, Mr. Servando José Florentino;Mr;Male;36;Havana, Cuba;Cherbourg;;Havana, Cuba;;;0;;189MB
1;Parr, Mr. William Henry Marsh[56];Mr;Male;29;Belfast, Ireland, UK;Belfast;;New York, New York, US;Electrician;Guarantee group;0;;
1;Partner, Mr. Austin;Mr;Male;40;Tolworth, London, England, UK;Southampton;;Toronto, Ontario, Canada;;;0;;166MB
1;Pears, Mr. Thomas Clinton;Mr;Male;29;Isleworth, London, England, UK;Southampton;;New York, New York, US;;;0;;
1;Pears, Mrs. Edith (née Wearne);Mr;Female;22;Isleworth, London, England, UK;Southampton;;New York, New York, US;;;1;8;
1;Peñasco y Castellana, Mr. Victor;Mr;Male;24;Madrid, Spain;Cherbourg;;New York, New York, US;;;0;;
1;Peñasco y Castellana, Mrs. Maria Josefa (née Perez de Soto y Vallejo);Mr;Female;22;Madrid, Spain;Cherbourg;;New York, New York, US;;;1;8;
1;and maid, Doña Fermina Oliva y Ocana;FAUX;Male;39;Madrid, Spain;Cherbourg;;New York, New York, US;;;1;8;
1;Peuchen, Major Arthur Godfrey;FAUX;Male;52;Toronto, Ontario, Canada;Southampton;;Toronto, Ontario, Canada;;;1;6;
1;Porter, Mr. Walter Chamberlain;Mr;Male;46;Worcester, Massachusetts, US;Southampton;;Worcester, Massachusetts, US;;;0;;207MB
1;Potter, Mrs. Lily Alexenia (née Wilson);Mr;Female;56;Philadelphia, Pennsylvania, US;Cherbourg;;Philadelphia, Pennsylvania, US;;;1;7;
1;Reuchlin, The Honourable Mr. Johan George;Mr;Male;38;Rotterdam, The Netherlands;Southampton;;New York, New York, US;;;0;;
1;Rheims, Mr. George Alexander Lucien;Mr;Male;36;Paris, France;Southampton;;New York, New York, US;;;1;A;
1;Robert, Mrs. Elisabeth Walton (née McMillan);Mr;Female;43;St Louis, Missouri, US;Southampton;;St Louis, Missouri, US;;;1;2;
1;and maid, Miss Emilie Kreuchen;Miss;Female;29;St Louis, Missouri, US;Southampton;;St Louis, Missouri, US;;;1;2;
1;Roebling, Mr. Washington Augustus II;Mr;Male;31;Trenton, New Jersey, US;Southampton;;Trenton, New Jersey, US;;;0;;
1;Romaine, Mr. Charles Hallance (alias C. Rolmane);Mr;Male;45;New York, New York, US;Southampton;;New York, New York, US;;;1;9;
1;Rood, Mr. Hugh Roscoe;Mr;Male;38;Seattle, Washington, US;Southampton;;Seattle, Washington, US;;;0;;
1;Rosenbaum, Miss Edith Louise;Miss;Female;34;Paris, France;Cherbourg;;Cincinnati, Ohio, US;;;1;11;
1;Rosenshine, Mr. George (alias George Thorne);Mr;Male;46;New York, New York, US;Cherbourg;;New York, New York, US;;;0;;16MB
1;Ross, Mr. John Hugo;Mr;Male;36;Winnipeg, Manitoba, Canada;Southampton;;Winnipeg, Manitoba, Canada;;;0;;
1;Rothschild, Mr. Martin;Mr;Male;46;New York, New York, US;Cherbourg;;New York, New York, US;;;0;;
1;Rothschild, Mrs. Elizabeth Jane Anne (née Barrett);Mr;Female;54;New York, New York, US;Cherbourg;;New York, New York, US;;;1;6;
1;Rowe, Mr. Alfred G.;Mr;Male;59;Liverpool, Merseyside, England, UK;Southampton;;New York, New York, US;;;0;;109MB
1;Ryerson, Mr. Arthur Larned;Mr;Male;61;Cooperstown, New York, US;Cherbourg;;Cooperstown, New York, US;;;0;;
1;Ryerson, Mrs. Emily Maria (née Borie);Mr;Female;48;Cooperstown, New York, US;Cherbourg;;Cooperstown, New York, US;;;1;4;
1;and maid, Miss Victorine Chaudanson;Miss;Female;36;Cooperstown, New York, US;Cherbourg;;Cooperstown, New York, US;;;1;4;
1;"Ryerson, Miss Susan Parker ""Suzette""";Miss;Female;21;Cooperstown, New York, US;Cherbourg;;Cooperstown, New York, US;;;1;4;
1;Ryerson, Miss Emily Borie;Miss;Female;18;Cooperstown, New York, US;Cherbourg;;Cooperstown, New York, US;;;1;4;
1;"Ryerson, Master John Borie ""Jack""";Master;Male;13;Cooperstown, New York, US;Cherbourg;;Cooperstown, New York, US;;;1;4;
1;and governess, Miss Grace Scott Bowen;Miss;Female;45;Cooperstown, New York, US;Cherbourg;;Cooperstown, New York, US;;;1;4;
1;Saalfeld, Mr. Adolphe;Mr;Male;47;Manchester, England, UK;Southampton;;New York, New York, US;;;1;3;
1;Salomon, Mr. Abraham Lincoln;Mr;Male;43;New York, New York, US;Cherbourg;;New York, New York, US;;;1;1;
1;Schabert, Mrs. Emma (née Mock);Mr;Female;35;Hamburg, German Empire[note 2];Southampton;;New York, New York, US;;;1;11;
1;Seward, Mr. Frederic Kimber;Mr;Male;34;New York, New York, US;Southampton;;New York, New York, US;;;1;7;
1;Silverthorne, Mr. Spencer Victor;Mr;Male;35;St Louis, Missouri, US;Southampton;;St Louis, Missouri, US;;;1;5;
1;Silvey, Mr. William Baird;Mr;Male;50;Duluth, Minnesota, US;Cherbourg;;Duluth, Minnesota, US;;;0;;
1;Silvey, Mrs. Alice (née Munger);Mr;Female;39;Duluth, Minnesota, US;Cherbourg;;Duluth, Minnesota, US;;;1;11;
1;Simonius-Blumer, Colonel Alfons;Colonel;Male;56;Basel, Switzerland;Southampton;;New York, New York, US;;;1;3;
1;Sloper, Mr. William Thompson;Mr;Male;28;New Britain, Connecticut, US;Southampton;;New Britain, Connecticut, US;;;1;7;
1;Smart, Mr. John Montgomery;Mr;Male;56;Kildale, North Yorkshire, England, UK;Southampton;;New York, New York, US;;;0;;
1;Smith, Mr. James Clinch;Mr;Male;56;Paris, France;Cherbourg;;Long Island, New York, US;;;0;;
1;Smith, Mr. Lucien Philip;Mr;Male;24;Huntington, West Virginia, US;Cherbourg;;Huntington, West Virginia, US;;;0;;
1;Smith, Mrs. Mary Eloise (née Hughes)[58][69];Mr;Female;18;Huntington, West Virginia, US;Cherbourg;;Huntington, West Virginia, US;;;1;6;
1;Smith, Mr. Richard William;Mr;Male;57;Streatham, London, England, UK;Southampton;;New York, New York, US;;;0;;
1;Snyder, Mr. John Pillsbury;Mr;Male;24;Minneapolis, Minnesota, US;Southampton;;Minneapolis, Minnesota, US;;;1;7;
1;Snyder, Mrs. Nellie (née Stevenson);Mr;Female;23;Minneapolis, Minnesota, US;Southampton;;Minneapolis, Minnesota, US;;;1;7;
1;Spedden, Mr. Frederic Oakley;Mr;Male;45;Tuxedo Park, New York, US;Cherbourg;;Tuxedo Park, New York, US;;;1;3;
1;Spedden, Mrs. Margaretta Corning (née Stone);Mr;Female;39;Tuxedo Park, New York, US;Cherbourg;;Tuxedo Park, New York, US;;;1;3;
1;and maid, Miss Helen Alice Wilson;Miss;Female;31;Tuxedo Park, New York, US;Cherbourg;;Tuxedo Park, New York, US;;;1;3;
1;Spedden, Master Robert Douglas;Master;Male;6;Tuxedo Park, New York, US;Cherbourg;;Tuxedo Park, New York, US;;;1;3;
1;and nurse, Miss Elizabeth Margaret Burns;Miss;Female;41;Tuxedo Park, New York, US;Cherbourg;;Tuxedo Park, New York, US;;;1;3;
1;Spencer, Mr. William Augustus;Mr;Male;57;New York, New York, US;Cherbourg;;New York, New York, US;;;0;;
1;Spencer, Mrs. Marie Eugénie (née Demougeot);Mr;Female;45;New York, New York, US;Cherbourg;;New York, New York, US;;;1;6;
1;and maid, Miss Eugenie Elise Lurette;Miss;Female;59;New York, New York, US;Cherbourg;;New York, New York, US;;;1;6;
1;Stähelin-Maeglin, Dr. Max;Dr;Male;32;Basel, Switzerland;Southampton;;New York, New York, US;;;1;3;
1;Stead, Mr. William Thomas;Mr;Male;62;London, England, UK;Southampton;;New York, New York, US;;;0;;
1;Stengel, Mr. Charles Emil Henry;Mr;Male;54;Newark, New Jersey, US;Cherbourg;;Newark, New Jersey, US;;;1;1;
1;Stengel, Mrs. Annie May (née Morris);Mr;Female;44;Newark, New Jersey, US;Cherbourg;;Newark, New Jersey, US;;;1;5;
1;Stephenson, Mrs. Martha (née Eustis);Mr;Female;52;Paris, France;Cherbourg;;Haverford, Pennsylvania, US;;;1;4;
1;Stewart, Mr. Albert A.;Mr;Male;54;Cincinnati, Ohio, US;Cherbourg;;Gallipolis, Ohio, US;;;0;;
1;Stone, Mrs. Martha Evelyn (née Stevens);Mr;Female;62;New York, New York, US;Southampton;;New York, New York, US;;;1;6;
1;"and maid, Miss Amelie ""Amelia"" Icard";Miss;Female;38;New York, New York, US;Southampton;;New York, New York, US;;;1;6;
1;Straus, Mr. Isidor;Mr;Male;67;New York, New York, US;Southampton;;New York, New York, US;;;0;;96MB
1;and valet, Mr. John Farthing;Mr;Male;57;New York, New York, US;Southampton;;New York, New York, US;;;0;;
1;Straus, Mrs. Rosalie Ida (née Blun);Mr;Female;63;New York, New York, US;Southampton;;New York, New York, US;;;0;;
1;and maid, Miss Ellen Bird;Miss;Female;31;New York, New York, US;Southampton;;New York, New York, US;;;1;8;
1;Sutton, Mr. Frederick;Mr;Male;61;Haddonfield, New Jersey, US;Southampton;;Haddonfield, New Jersey, US;;;0;;46MB
1;Swift, Mrs. Margaret Welles (née Barron);Mr;Female;46;New York, New York, US;Southampton;;New York, New York, US;;;1;8;
1;Taussig, Mr. Emil;Mr;Male;52;New York, New York, US;Southampton;;New York, New York, US;;;0;;
1;Taussig, Mrs. Tillie (née Mandelbaum);Mr;Female;39;New York, New York, US;Southampton;;New York, New York, US;;;1;8;
1;Taussig, Miss Ruth;Miss;Female;18;New York, New York, US;Southampton;;New York, New York, US;;;1;8;
1;Taylor, Mr. Elmer Zebley;Mr;Male;48;London, England, UK;Southampton;;East Orange, New Jersey, US;;;1;5;
1;Taylor, Mrs. Juliet Cummins (née Wright);Mr;Female;48;London, England, UK;Southampton;;East Orange, New Jersey, US;;;1;5;
1;Thayer, Mr. John Borland II;Mr;Male;49;Haverford, Pennsylvania, US;Cherbourg;;Haverford, Pennsylvania, US;;;0;;
1;Thayer, Mrs. Marian Longsteth (née Morris);Mr;Female;39;Haverford, Pennsylvania, US;Cherbourg;;Haverford, Pennsylvania, US;;;1;4;
1;and maid, Miss Margaret Fleming;Miss;Female;42;Haverford, Pennsylvania, US;Cherbourg;;Haverford, Pennsylvania, US;;;1;4;
1;"Thayer, Mr. John Borland ""Jack"" III";Mr;Male;17;Haverford, Pennsylvania, US;Cherbourg;;Haverford, Pennsylvania, US;;;1;B;
1;Thorne, Mrs. Gertrude Maybelle (née McMinn);Mr;Female;37;New York, New York, US;Cherbourg;;New York, New York, US;;;1;D;
1;Tucker, Mr. Gilbert Milligan Jr.;Mr;Male;31;Albany, New York, US;Cherbourg;;Albany, New York, US;;;1;7;
1;Uruchurtu, Don Manuel E.;FAUX;Male;40;Mexico City, Mexico;Cherbourg;;Mexico City, Mexico;;;0;;
1;Van der Hoef, Mr. Wyckoff;Mr;Male;61;Brooklyn, New York, US;Belfast;;Brooklyn, New York, US;;;0;;245MB
1;Walker, Mr. William Anderson;Mr;Male;48;East Orange, New Jersey, US;Southampton;;East Orange, New Jersey, US;;;0;;
1;Warren, Mr. Frank Manley;Mr;Male;63;Portland, Oregon, US;Cherbourg;;Portland, Oregon, US;;;0;;
1;Warren, Mrs. Anna Sophia (née Atkinson);Mr;Female;60;Portland, Oregon, US;Cherbourg;;Portland, Oregon, US;;;1;5;
1;Weir, Colonel John;Colonel;Male;59;New York, New York, US;Southampton;;New York, New York, US;;;0;;
1;White, Mr. Percival Wayland;Mr;Male;54;Brunswick, Maine, US;Southampton;;Brunswick, Maine, US;;;0;;
1;White, Mr. Richard Frasar;Mr;Male;21;Brunswick, Maine, US;Southampton;;Brunswick, Maine, US;;;0;;169MB
1;White, Mrs. Ella (née Holmes);Mr;Female;55;New York, New York, US;Cherbourg;;New York, New York, US;;;1;8;
1;"and maid, Miss Amelia Mayo ""Nellie"" Bessette";Miss;Female;39;New York, New York, US;Cherbourg;;New York, New York, US;;;1;8;
1;and manservant, Mr. Sante Righini;Mr;Male;22;New York, New York, US;Cherbourg;;New York, New York, US;;;0;;232MB
1;Wick, Colonel George Dennick;Colonel;Male;58;Youngstown, Ohio, US;Southampton;;Youngstown, Ohio, US;;;0;;
1;Wick, Mrs. Mary (née Hitchcock);Mr;Female;45;Youngstown, Ohio, US;Southampton;;Youngstown, Ohio, US;;;1;8;
1;Wick, Miss Mary Natalie;Miss;Female;31;Youngstown, Ohio, US;Southampton;;Youngstown, Ohio, US;;;1;8;
1;Widener, Mr. George Dunton;Mr;Male;50;Philadelphia, Pennsylvania, US;Southampton;;Philadelphia, Pennsylvania, US;;;0;;
1;and valet, Mr. Edwin Herbert Keeping;Mr;Male;33;Philadelphia, Pennsylvania, US;Southampton;;Philadelphia, Pennsylvania, US;;;0;;45MB
1;Widener, Mrs. Eleanor (née Elkins);Mr;Female;50;Philadelphia, Pennsylvania, US;Southampton;;Philadelphia, Pennsylvania, US;;;1;4;
1;"and maid, Miss Amalie Henriette ""Emily"" Gieger";Miss;Female;35;Philadelphia, Pennsylvania, US;Southampton;;Philadelphia, Pennsylvania, US;;;1;4;
1;Widener, Mr. Harry Elkins;Mr;Male;27;Philadelphia, Pennsylvania, US;Southampton;;Philadelphia, Pennsylvania, US;;;0;;
1;Willard, Miss Constance;Miss;Female;21;Duluth, Minnesota, US;Southampton;;Duluth, Minnesota, US;;;1;8;
1;Williams, Mr. Charles Duane;Mr;Male;51;Geneva, Switzerland;Cherbourg;;Radnor, Pennsylvania, US;;;0;;
1;Williams, Mr. Richard Norris II;Mr;Male;21;Geneva, Switzerland;Cherbourg;;Radnor, Pennsylvania, US;;;1;A;
1;Woolner, Mr. Hugh;Mr;Male;45;London, England, UK;Southampton;;New York, New York, US;;;1;D;
1;Wright, Mr. George;Mr;Male;62;Halifax, Nova Scotia, Canada;Southampton;;Halifax, Nova Scotia, Canada;;;0;;
1;Young, Miss Marie Grice;Miss;Female;36;New York, New York, US;Cherbourg;;New York, New York, US;;;1;8;
2;Abelson, Mr. Samuel;Mr;Male;30;Russia;Cherbourg;;New York, New York, US;;;0;;
2;Abelson, Mrs. Anna (née Wizosky?);Mr;Female;28;Russia;Cherbourg;;New York, New York, US;;;1;10;
2;Andrew, Mr. Edgar Samuel;Mr;Male;17;San Ambrosio, Córdoba, Argentina;Southampton;;Trenton, New Jersey, US;;;0;;
2;Andrew, Mr. Frank Thomas;Mr;Male;30;Redruth, Cornwall, England;Southampton;;Houghton, Michigan, US;;;0;;
2;Angle, Mr. William A.;Mr;Male;32;Warwick, Warwickshire, England;Southampton;;New York City;;;0;;
2;"Angle, Mrs. Florence Agnes ""Mary"" (née Hughes)";Mr;Female;36;Warwick, Warwickshire, England;Southampton;;New York City;;;1;11;
2;Ashby, Mr. John;Mr;Male;57;West Hoboken, New Jersey, US;Southampton;;West Hoboken, New Jersey, US;;;0;;
2;Bailey, Mr. Percy Andrew;Mr;Male;18;Penzance, Cornwall, England;Southampton;;Akron, Ohio, US;;;0;;
2;Bainbrigge, Mr. Charles Robert;Mr;Male;23;Saint Peter Port, Guernsey, Channel Islands;Southampton;;New York City;;;0;;
2;Ball, Mrs. Ada E. (née Hall);Mr;Female;36;Bristol, Avon, England;Southampton;;Jacksonville, Florida, US;;;1;10;
2;Banfield, Mr. Frederick James;Mr;Male;28;Plymouth, Devon, England;Southampton;;Houghton, Michigan, US;;;0;;
2;Bateman, Reverend Robert James;FAUX;Male;51;Jacksonville, Florida, US;Southampton;;Jacksonville, Florida, US;;;0;;174MB
2;Beane, Mr. Edward;Mr;Male;32;New York City;Southampton;;New York City;;;1;13;
2;Beane. Mrs. Ethel (née Clarke);Mr;Female;19;Norwich, Norfolk, England;Southampton;;New York City;;;1;13;
2;Beauchamp, Mr. Henry James;Mr;Male;28;London, England, UK;Southampton;;New York City;;;0;;194MB
2;Becker, Mrs. Nellie E. (née Baumgardner);Mr;Female;35;Guntur, Madras Province, British India[note 3];Southampton;;Benton Harbor, Michigan, US;;;1;11;
2;Becker, Miss Ruth Elizabeth;Miss;Female;12;Guntur, Madras Province, British India;Southampton;;Benton Harbor, Michigan, US;;;1;13;
2;Becker, Miss Marion Louise;Miss;Female;4;Guntur, Madras Province, British India;Southampton;;Benton Harbor, Michigan, US;;;1;11;
2;Becker, Master Richard Frederick;Master;Male;1;Guntur, Madras Province, British India;Southampton;;Benton Harbor, Michigan, US;;;1;11;
2;Beesley, Mr. Lawrence;Mr;Male;34;London, England, UK;Southampton;;Toronto, Ontario, Canada;;;1;13;
2;Bentham, Miss Lillian W.;Miss;Female;19;Rochester, New York, US;Southampton;;Rochester, New York, US;;;1;12;
2;Berriman, Mr. William John;Mr;Male;23;St. Ives, Cornwall, England;Southampton;;Calumet, Michigan, US;;;0;;
2;Botsford, Mr. William Hull;Mr;Male;25;Orange, New Jersey, US;Southampton;;Orange, New Jersey, US;;;0;;
2;Bowenur, Mr. Solomon;Mr;Male;42;London, England;Southampton;;New York City;;;0;;
2;Bracken, Mr. James H.;Mr;Male;29;Lake Arthur, New Mexico, US;Southampton;;Lake Arthur, New Mexico, US;;;0;;
2;Brailey, Mr. W. Theodore Ronald[56];Mr;Male;24;London, England;Southampton;;New York City;Pianist;Ship's orchestra;0;;
2;Bricoux, Mr. Roger Marie[56];Mr;Male;20;Monte Carlo, Monaco;Southampton;;New York City;Cellist;Ship's orchestra;0;;
2;Brito, Mr. José Joaquim;Mr;Male;32;Madeira, Portugal;Southampton;;São Paulo, Brazil;;;0;;
2;Brown, Mr. Thomas William Solomon;Mr;Male;60;Cape Town, South Africa, UK[note 4];Southampton;;Seattle, Washington, US;;;0;;
2;Brown, Mrs. Elizabeth Catherine (née Ford);Mr;Female;40;Cape Town, South Africa, UK;Southampton;;Seattle, Washington, US;;;1;14;
2;Brown, Miss Edith Eileen;Miss;Female;15;Cape Town, South Africa, UK;Southampton;;Seattle, Washington, US;;;1;14;
2;Bryhl, Mr. Kurt Arnold Gottfrid;Mr;Male;25;Skara, Västergötland, Sweden;Southampton;;Rockford, Illinois, US;;;0;;
2;Bryhl, Miss Dagmar Jenny Ingeborg;Miss;Female;20;Skara, Västergötland, Sweden;Southampton;;Rockford, Illinois, US;;;1;12;
2;Buss, Miss Kate;Miss;Female;36;Sittingbourne, Kent, England;Southampton;;San Francisco, US;;;1;9;
2;Butler, Mr. Reginald Fenton;Mr;Male;25;Southsea, Hampshire, England;Southampton;;New York City;;;0;;97MB
2;Byles, Father Thomas Roussel Davids;FAUX;Male;42;London, England;Southampton;;Jacksonville, Florida, US;;;0;;
2;Byström, Miss Karolina;Miss;Female;42;New York City;Southampton;;New York City;;;1;?;
2;Caldwell, Mr. Albert Francis;Mr;Male;26;Bangkok, Siam[note 5];Southampton;;Roseville, Illinois, US;;;1;13;
2;Caldwell, Mrs. Sylvia Mae (née Harbaugh);Mr;Female;28;Bangkok, Siam;Southampton;;Roseville, Illinois, US;;;1;13;
2;Caldwell, Master Alden Gates;Master;Male;0,8;Bangkok, Siam;Southampton;;Roseville, Illinois, US;;;1;13;
2;Cameron, Miss Clear Annie;Miss;Female;35;London, England, UK;Southampton;;Mamaronek, New York, US;;;1;14;
2;Campbell, Mr. William Henry[56];Mr;Male;21;Belfast, Ireland;Belfast;;New York City;Joiner;Guarantee group;0;;
2;Carbines, Mr. William;Mr;Male;19;St. Ives, Cornwall, England;Southampton;;Houghton, Michigan, US;;;0;;18MB
2;Carter, Father Ernest Courtenay;FAUX;Male;54;London, England, UK;Southampton;;New York City;;;0;;
2;Carter, Mrs. Lilian (née Hughes);Mr;Female;45;London, England, UK;Southampton;;New York City;;;0;;
2;Chapman, Mr. Charles Henry;Mr;Male;52;Bronx, New York, US;Southampton;;Bronx, New York, US;;;0;;130MB
2;Chapman, Mr. John Henry;Mr;Male;36;Liskeard, Cornwall, England;Southampton;;Spokane, Washington, US;;;0;;17MB
2;Chapman, Mrs. Sara Elizabeth (née Lawry);Mr;Female;28;Liskeard, Cornwall, England;Southampton;;Spokane, Washington, US;;;0;;
2;Christy, Mrs. Alice Frances;Mr;Female;45;London, England, UK;Southampton;;Montreal, Quebec, Canada;;;1;12;
2;Christy, Miss Rachel Julie Cohen;Miss;Female;25;London, England, UK;Southampton;;Montreal, Quebec, Canada;;;1;12;
2;Clarke, Mr. Charles Valentine;Mr;Male;29;Netley Abbey, Hampshire, England;Southampton;;San Francisco, California, US;;;0;;
2;Clarke, Mrs. Ada Maria;Mr;Female;28;Netley Abbey, Hampshire, England;Southampton;;San Francisco, California, US;;;1;14;
2;Clarke, Mr. John Frederick Preston[56];Mr;Male;30;Liverpool, Merseyside, England;Southampton;;New York City;Bassist;Ship's orchestra;0;;202MB
2;Coleridge, Mr. Reginald Charles;Mr;Male;29;London, England;Southampton;;Detroit, Michigan, US;;;0;;
2;Collander, Mr. Erik Gustaf;Mr;Male;27;Helsinki, Finland, Russian Empire[note 6];Southampton;;Ashtabula, Ohio, US;;;0;;
2;Collett, Mr. Sidney Clarence Stuart;Mr;Male;25;London, England;Southampton;;Port Byron, New York, US;;;1;9;
